hardware alarms,cpu errors,low voltage,overheating alarm,fan degradaded,baseband processing fault,synchronization failure,low disk performace,tlpm,tlcm,number of PM,priority,other alarms,failure
0,0,0,1,1,0,0,0,37,196,3,3,0,0
0,0,0,3,2,0,0,0,111,145,3,4,0,1
0,0,2,1,0,0,0,0,208,51,1,2,0,1
1,0,2,2,2,0,0,0,319,187,1,1,0,2
2,0,1,5,3,2,0,0,252,108,1,2,0,5
1,0,1,1,1,0,0,0,65,108,3,3,0,1
0,0,1,2,2,1,0,2,206,126,1,2,0,2
0,0,4,1,1,0,0,0,157,38,1,1,0,1
1,0,4,1,1,0,0,0,69,146,1,1,0,2
2,0,1,0,0,2,0,0,87,117,2,2,0,3
1,0,2,1,1,0,1,0,191,251,1,2,4,3
1,0,1,3,2,0,0,0,179,142,1,2,0,2
0,0,2,2,2,0,0,0,153,143,2,3,0,1
2,0,0,1,1,0,0,0,151,210,2,3,0,1
1,1,2,0,0,0,0,0,22,150,4,4,1,1
0,0,1,1,1,0,0,0,135,111,2,2,1,1
0,0,1,0,0,0,0,0,34,311,4,4,0,0
0,0,1,3,3,0,0,0,118,96,2,2,0,1
0,0,2,0,0,1,0,0,70,215,2,2,0,1
2,0,1,3,3,0,0,0,151,88,2,2,0,2
2,0,4,2,2,0,0,0,19,196,2,3,0,3
0,0,2,0,0,0,0,0,125,298,2,3,0,0
0,0,2,1,1,0,0,0,278,81,1,2,4,2
1,0,2,1,1,0,0,0,214,105,1,2,3,2
3,0,3,0,0,0,0,0,233,145,1,1,1,2
3,0,3,0,0,1,0,0,44,99,1,2,1,3
1,0,1,0,0,0,0,0,228,96,1,1,0,0
0,0,3,1,0,0,0,0,88,110,2,2,0,1
1,0,0,3,3,1,1,0,159,160,2,1,0,3
0,0,2,0,0,1,0,2,147,126,2,3,0,2
0,0,2,3,3,0,0,0,109,108,1,3,1,2
0,0,3,0,0,0,0,0,307,110,1,2,0,1
2,0,1,1,1,2,0,0,74,173,2,2,0,3
1,0,2,3,3,0,0,0,13,89,1,2,4,3
1,0,1,2,2,0,0,0,43,282,4,4,0,1
0,0,1,1,1,0,0,0,33,162,3,4,0,0
2,0,1,1,1,1,0,0,26,134,2,3,3,3
1,0,1,0,0,0,0,0,14,228,4,4,0,0
0,0,4,4,3,0,0,0,353,90,1,2,0,3
0,0,0,0,0,0,0,1,148,235,2,3,0,0
0,0,3,2,1,0,0,0,297,140,1,2,0,1
1,0,3,1,1,0,0,0,38,159,3,4,0,1
0,0,2,3,3,0,0,0,165,148,2,3,2,2
1,0,1,1,0,0,0,0,102,141,3,4,0,1
2,1,3,5,3,0,0,0,252,113,1,3,0,4
3,0,3,0,0,1,0,0,206,120,1,1,0,3
1,0,4,2,1,1,0,0,123,102,1,2,0,3
0,0,1,0,0,2,0,0,83,168,2,3,0,2
1,0,0,0,0,0,0,0,17,172,4,4,0,0
1,0,1,1,0,0,0,0,89,122,2,3,0,1
1,0,1,0,0,0,0,0,43,209,1,2,1,1
0,0,0,0,0,0,0,0,49,70,2,3,0,0
0,0,1,0,0,0,0,0,100,108,3,3,0,0
1,0,0,2,2,0,0,0,25,206,3,4,0,1
0,0,1,2,2,0,0,0,20,264,2,3,0,1
1,0,1,4,3,0,1,0,266,33,1,1,0,2
0,0,0,1,1,0,0,0,55,170,4,4,0,0
2,0,2,4,3,0,0,0,116,84,1,1,0,3
0,0,2,0,0,1,0,0,51,151,3,2,0,1
1,0,0,0,0,0,0,0,13,147,4,4,0,0
1,0,1,1,0,0,0,0,83,89,2,3,0,1
0,0,0,1,0,0,0,0,132,128,2,3,0,0
3,0,2,0,0,0,0,0,28,59,1,2,0,2
1,1,3,1,1,0,0,0,174,84,1,2,4,3
1,0,2,0,0,0,0,0,125,127,1,2,0,1
0,0,1,2,1,0,0,0,19,101,3,3,0,1
1,0,1,1,1,0,0,0,52,225,2,2,0,1
0,0,2,1,1,0,0,0,35,177,1,1,2,1
1,0,1,1,1,0,0,0,137,154,2,2,0,1
3,0,3,1,1,0,0,0,301,88,1,1,0,2
1,0,0,2,1,0,0,0,32,185,4,4,0,1
1,0,1,1,0,1,0,0,339,101,1,2,0,2
1,0,4,3,3,0,0,0,175,92,1,2,2,3
0,0,1,3,2,0,1,0,108,183,2,3,0,1
0,0,2,3,3,0,0,0,104,58,1,2,0,2
1,0,3,2,2,0,0,0,56,203,3,4,0,2
0,0,2,3,3,0,0,0,145,64,2,3,0,2
1,0,2,0,0,0,0,0,139,249,2,3,0,1
1,0,3,0,0,0,0,0,113,214,2,2,0,1
1,0,1,2,2,0,0,2,117,110,3,2,1,2
3,0,2,1,1,0,0,0,235,187,1,2,0,2
1,1,1,0,0,0,0,0,66,158,2,3,0,1
0,0,1,2,1,0,0,0,353,91,1,1,0,1
0,1,2,5,3,0,1,0,292,162,1,2,0,3
1,0,2,4,2,0,0,0,77,158,2,3,0,2
0,0,1,2,1,0,0,0,179,90,2,3,0,1
0,0,1,1,1,0,0,0,87,120,3,3,0,0
2,0,3,2,2,0,0,0,328,13,1,2,0,2
2,0,2,0,0,1,2,0,229,186,1,2,0,3
2,0,1,1,0,1,0,0,143,61,2,3,0,2
0,0,2,1,1,0,0,0,263,11,1,2,0,1
2,0,1,1,1,0,0,0,202,173,1,3,0,1
2,1,2,4,3,1,1,0,344,104,1,3,0,4
3,0,0,1,1,0,0,0,88,126,1,3,0,1
1,0,1,2,1,0,0,0,17,145,3,3,0,1
0,0,3,2,2,0,0,0,52,156,3,4,0,1
0,0,1,0,0,0,0,0,145,196,2,3,0,0
2,0,2,1,1,0,0,0,278,158,1,2,0,2
3,0,1,2,1,0,0,0,323,233,1,2,0,2
1,0,1,0,0,2,0,0,288,100,1,1,0,2
1,0,2,1,1,0,0,0,60,224,2,3,0,1
1,1,1,2,2,0,0,0,88,153,2,3,0,1
0,0,2,3,2,0,0,0,121,35,2,3,0,1
0,0,2,4,3,0,0,0,96,176,1,1,0,2
1,0,0,2,2,0,0,0,144,65,2,3,0,1
1,0,1,3,2,0,0,0,77,129,2,3,0,2
0,0,2,3,2,1,0,0,27,139,1,2,0,2
1,0,0,2,2,1,0,0,91,149,2,3,0,2
1,0,1,0,0,0,0,0,103,71,1,1,0,0
1,0,1,0,0,0,0,0,35,215,2,3,0,0
2,0,4,1,1,0,0,0,169,89,1,1,3,3
3,0,1,1,1,0,0,0,164,110,1,2,0,2
1,0,0,1,1,0,0,0,119,156,3,4,0,0
0,0,3,1,0,0,0,0,154,109,2,3,0,1
2,0,2,0,0,2,0,0,302,95,1,2,0,3
1,0,1,3,3,0,0,1,44,235,3,4,0,2
2,0,2,2,1,1,0,0,107,176,2,3,0,3
0,0,0,0,0,0,0,0,66,231,4,4,0,0
2,0,4,2,2,1,1,0,163,44,1,2,0,4
1,0,1,0,0,0,0,0,15,81,1,3,0,0
0,0,0,1,1,0,0,0,40,86,2,3,0,0
1,0,3,1,1,0,0,0,131,94,1,1,0,1
0,0,1,1,1,0,0,0,158,48,1,1,0,0
0,0,3,5,3,0,0,0,251,216,1,1,0,3
0,0,2,1,0,1,0,0,136,79,1,2,0,2
1,0,0,0,0,0,0,0,14,242,4,4,0,0
0,0,1,0,0,0,0,0,24,199,2,3,0,0
1,0,2,0,0,0,1,0,117,58,1,3,0,1
1,0,1,1,0,0,0,0,41,254,4,4,0,1
2,0,1,1,1,0,0,0,110,50,1,1,2,2
0,0,1,1,0,0,1,0,218,203,1,3,0,0
0,0,2,2,2,2,0,0,143,220,2,3,0,3
0,0,4,2,1,2,0,0,235,129,1,2,0,4
2,0,3,1,0,0,0,0,180,117,1,3,1,2
1,0,0,1,1,0,0,0,96,111,2,3,0,0
2,0,1,0,0,1,0,2,54,182,2,3,0,2
1,0,0,1,0,0,0,0,59,133,3,3,0,0
0,0,1,0,0,0,0,0,78,191,4,4,0,0
2,0,3,1,1,0,0,0,195,167,1,2,0,2
0,0,1,0,0,0,0,0,100,195,3,4,0,0
1,0,2,0,0,0,0,0,318,138,1,2,0,1
1,0,1,0,0,1,0,0,63,175,4,4,0,1
2,0,4,2,2,2,0,0,65,212,2,3,0,5
3,0,2,1,1,0,0,0,68,75,1,3,0,2
1,0,2,0,0,0,0,0,96,174,3,4,0,1
0,0,1,3,3,2,0,0,252,179,1,3,0,3
1,0,4,1,1,0,0,0,234,19,1,2,0,2
1,0,2,4,3,0,0,0,17,116,2,3,0,2
1,0,1,1,0,0,0,0,172,125,2,2,0,1
0,0,0,1,1,0,0,0,109,185,3,4,0,0
1,0,0,3,3,0,0,0,100,205,1,1,0,1
2,0,0,1,1,2,0,0,136,78,2,3,0,3
1,0,1,2,2,0,0,0,31,116,2,3,0,1
2,1,1,1,0,0,0,0,161,79,1,1,0,1
0,0,0,2,1,2,0,0,160,212,2,3,0,2
0,0,3,1,1,0,0,0,38,29,2,3,0,1
0,0,3,0,0,0,0,0,11,99,2,2,0,1
0,0,1,2,2,0,0,0,83,158,3,4,0,1
0,0,4,4,2,2,0,0,100,138,1,1,0,4
1,0,2,1,1,0,1,0,121,110,2,3,0,1
1,0,3,0,0,0,0,0,347,93,1,2,0,1
1,0,3,0,0,0,0,0,172,18,2,2,0,1
0,0,3,0,0,0,0,0,321,92,1,2,3,2
1,0,2,0,0,1,0,0,114,214,2,3,0,2
0,0,1,2,1,0,0,1,97,233,3,4,0,1
1,0,2,2,1,0,0,0,171,139,1,1,0,1
1,0,1,3,3,2,0,1,146,193,1,2,0,4
0,0,1,0,0,0,0,0,10,175,3,3,0,0
1,0,2,1,1,1,0,0,326,59,1,2,0,2
0,0,0,3,3,0,0,0,97,52,2,2,1,1
2,0,1,0,0,0,0,0,37,178,4,4,0,1
0,0,4,4,3,0,0,0,230,82,1,1,0,3
0,0,1,4,3,1,0,0,117,180,2,3,0,3
0,0,2,3,2,2,0,0,25,228,2,3,0,3
0,0,2,2,2,0,0,0,142,76,1,3,1,1
2,0,0,4,3,1,0,0,304,62,1,1,0,3
1,0,0,0,0,0,0,0,50,305,4,4,0,0
0,0,2,2,1,0,0,0,207,131,1,1,0,1
0,0,2,1,1,2,0,0,181,39,1,1,0,3
1,0,0,1,1,0,0,0,54,186,2,3,0,0
0,0,0,2,2,0,0,0,119,22,1,1,0,0
0,0,2,1,1,2,0,1,233,102,1,2,0,3
1,0,0,0,0,0,0,0,85,244,3,3,0,0
3,0,1,1,1,0,0,0,200,33,1,3,4,3
2,0,2,3,2,0,0,0,122,146,2,3,0,2
1,0,0,1,1,0,1,0,12,204,3,4,0,1
0,0,2,0,0,0,0,0,228,54,1,1,2,1
0,0,1,2,1,0,0,0,49,123,3,4,0,1
2,0,2,2,2,1,0,0,40,136,1,3,0,3
1,0,4,0,0,0,0,0,101,157,2,3,0,1
0,1,3,3,2,0,0,0,310,31,1,1,0,2
0,0,2,1,1,0,0,0,11,153,4,4,0,1
0,0,2,2,2,0,0,0,146,184,1,2,0,1
1,0,3,2,2,0,0,0,76,183,1,2,0,2
0,0,1,2,1,0,0,2,118,193,2,3,0,1
2,0,2,1,1,0,0,0,163,88,1,2,0,2
1,0,1,2,2,0,0,0,15,213,3,4,0,1
0,0,0,1,1,0,0,0,16,127,4,4,0,0
1,0,0,3,2,3,0,2,110,37,1,2,0,5
0,0,4,2,2,0,0,0,49,75,2,2,0,2
0,0,1,0,0,0,0,0,63,149,2,2,0,0
1,0,3,1,1,0,0,0,19,160,3,4,0,1
2,0,2,1,1,0,0,0,149,127,2,2,1,2
2,0,0,2,2,0,0,0,118,166,3,2,0,1
0,0,1,3,3,0,0,0,57,193,1,1,0,1
1,0,1,2,2,0,0,0,187,162,1,2,0,1
0,0,2,0,0,0,0,0,123,134,2,4,0,0
1,0,3,0,0,1,0,0,90,111,1,2,0,2
1,0,3,3,3,2,0,0,233,54,1,1,2,5
0,1,2,1,1,0,0,0,19,232,3,3,0,1
1,0,0,1,0,0,0,0,174,267,2,3,0,0
2,0,4,3,3,0,0,0,171,136,1,2,0,3
0,1,2,5,3,1,0,0,155,103,1,1,1,4
3,0,4,1,1,1,0,0,24,18,1,2,1,4
0,0,1,0,0,0,0,0,50,151,2,3,0,0
2,0,3,1,1,0,1,0,68,126,2,2,0,2
1,0,0,0,0,0,0,0,325,75,1,1,0,0
1,0,0,3,3,0,0,0,257,22,1,3,0,1
0,0,2,1,1,0,0,0,250,60,1,2,0,1
1,0,3,0,0,2,0,0,115,212,3,3,0,3
1,0,4,5,3,0,0,0,296,67,1,2,0,3
2,0,1,3,3,0,0,0,354,59,1,1,0,2
0,0,2,1,1,0,0,0,304,248,1,2,0,1
1,0,3,2,2,0,0,0,244,110,1,2,0,2
0,0,1,1,1,0,0,0,90,181,3,3,0,0
0,0,1,0,0,1,0,0,276,65,1,1,0,1
0,1,1,0,0,0,0,0,58,167,3,4,0,0
2,0,1,1,1,0,0,0,80,155,3,4,0,1
2,0,1,0,0,0,0,0,151,128,2,3,0,1
0,0,1,4,3,0,0,0,326,82,1,2,1,2
2,0,0,2,1,0,0,0,104,104,3,4,0,1
1,0,1,2,1,0,0,0,42,210,3,4,0,1
0,0,1,2,2,0,0,0,149,106,1,1,0,1
1,0,1,1,1,0,0,0,233,25,1,2,1,1
1,0,2,1,1,0,0,0,43,64,1,1,1,1
0,0,2,0,0,0,0,0,290,109,1,2,0,0
1,0,1,0,0,0,0,0,13,168,3,3,0,0
0,0,1,1,0,0,0,0,87,217,4,4,0,0
0,0,0,1,1,0,0,0,92,193,2,3,0,0
1,0,1,3,3,0,0,0,174,79,2,2,4,3
0,0,1,1,1,1,0,0,35,107,2,3,0,1
1,0,1,2,1,0,0,0,47,211,3,4,0,1
0,0,0,1,1,0,0,0,44,99,2,3,0,0
1,0,2,2,2,0,0,0,58,92,1,2,0,2
1,0,0,1,1,0,0,0,57,140,3,2,0,0
1,0,4,1,1,1,0,0,34,88,2,2,0,3
0,0,1,4,2,0,0,0,128,117,2,2,0,1
2,0,3,2,2,0,0,0,87,106,1,1,1,3
1,2,0,2,1,0,0,0,15,193,3,4,0,1
1,0,1,1,0,0,0,0,92,161,2,3,0,1
2,0,2,1,1,0,0,0,53,135,1,3,0,2
2,0,3,1,1,1,0,0,190,60,1,2,0,3
1,0,0,2,2,0,0,0,107,189,2,3,0,1
2,0,4,1,1,0,0,0,320,36,1,2,1,3
1,0,0,3,3,0,0,0,25,175,2,4,0,1
1,0,0,3,2,0,0,0,159,55,2,4,0,1
3,0,1,3,3,2,1,0,179,214,1,1,0,5
1,0,2,3,3,0,0,0,114,125,1,2,0,2
0,0,1,1,1,0,0,0,82,47,1,1,0,0
2,0,4,1,1,0,0,0,162,181,2,3,1,3
1,0,1,1,0,0,0,0,89,280,2,3,0,1
0,0,2,0,0,0,0,0,82,169,2,1,0,0
1,0,2,0,0,0,0,0,15,139,3,4,0,1
1,0,2,3,3,0,0,0,59,195,3,4,0,2
0,0,0,4,3,0,0,0,168,101,2,2,0,1
1,1,0,1,0,0,0,0,115,265,2,3,0,1
0,0,2,3,2,0,0,0,249,138,1,1,0,1
1,1,2,0,0,0,0,0,63,153,3,3,0,1
0,0,1,0,0,2,0,0,47,91,1,2,0,2
1,0,3,0,0,0,0,0,312,93,1,1,0,1
1,0,2,1,0,0,0,0,73,270,2,2,0,1
0,0,0,0,0,0,0,0,235,77,1,3,0,0
2,0,3,0,0,0,0,0,229,96,1,1,0,2
0,0,0,1,1,0,0,0,50,217,3,4,0,0
1,0,2,1,1,1,0,0,269,81,1,2,0,2
1,0,4,2,2,0,0,0,113,152,2,3,0,2
1,0,0,0,0,2,0,0,63,249,4,4,0,2
2,0,3,0,0,0,0,0,18,110,3,4,0,2
0,0,1,0,0,0,0,0,71,66,3,3,0,0
1,0,1,0,0,0,0,0,36,175,3,3,0,0
0,0,1,0,0,0,0,0,73,111,4,4,0,0
0,0,1,2,1,0,0,0,125,264,2,3,0,1
0,0,1,2,1,0,0,0,73,159,3,3,0,1
0,0,1,1,1,0,0,0,47,204,3,4,0,0
0,0,2,1,1,0,0,0,296,134,1,1,0,1
0,0,0,1,1,0,0,0,23,196,3,4,0,0
1,0,2,1,1,1,0,0,172,65,1,2,0,2
0,0,3,0,0,0,0,0,262,164,1,2,0,1
0,0,0,1,1,0,0,0,57,128,2,3,0,0
0,0,1,1,1,1,0,2,284,156,1,3,1,2
2,0,0,3,3,1,0,0,103,194,2,3,0,3
1,0,0,0,0,0,0,0,60,179,3,4,0,0
1,0,1,2,2,0,0,0,84,140,1,1,0,1
1,0,2,1,1,1,0,0,350,61,1,1,0,2
1,0,3,0,0,3,0,2,52,136,1,1,0,5
1,0,0,3,3,1,0,0,132,170,2,3,1,3
0,0,3,2,1,0,0,2,45,48,1,2,0,2
1,0,0,2,2,0,0,0,22,235,3,3,2,2
0,0,1,2,2,0,0,0,11,56,2,2,1,1
0,0,4,0,0,1,0,0,332,79,1,1,0,2
2,0,1,0,0,0,0,0,73,94,1,3,0,1
0,0,2,4,3,0,0,0,262,56,1,3,2,3
0,0,0,0,0,0,0,0,303,62,1,2,0,0
2,0,2,1,1,0,0,0,59,119,1,2,2,2
0,0,1,1,0,0,0,0,155,120,2,4,0,0
2,0,0,1,1,0,1,0,92,109,2,3,0,1
1,0,0,4,2,0,0,0,195,58,1,1,0,2
0,0,2,1,1,0,0,0,46,118,1,2,0,1
1,0,1,0,0,1,0,0,74,158,3,4,0,1
0,0,1,3,3,0,0,0,38,165,3,2,0,1
1,0,0,3,2,2,0,0,332,60,1,1,0,3
1,0,1,3,2,2,0,0,170,67,2,1,0,4
1,0,4,2,1,0,0,0,91,145,1,1,3,3
2,0,1,1,1,0,0,0,301,268,1,1,1,2
0,0,3,0,0,0,0,0,246,110,1,2,0,1
0,0,1,5,3,0,0,0,88,54,2,4,0,2
0,0,0,0,0,0,0,0,75,209,4,4,0,0
0,0,0,1,1,0,0,0,57,175,3,4,0,0
2,0,2,2,2,1,0,0,96,132,2,2,0,3
1,0,4,3,3,0,0,0,141,136,2,3,0,3
1,0,4,2,1,0,0,0,294,115,1,1,0,2
2,0,0,0,0,0,0,0,167,156,2,3,4,2
0,0,0,0,0,0,0,0,286,102,1,2,0,0
0,0,0,1,1,0,0,0,94,171,2,3,0,0
0,0,3,1,1,1,0,0,259,94,1,2,0,2
1,0,3,0,0,0,0,0,158,102,1,2,3,2
1,0,3,2,2,0,0,0,273,60,1,2,0,2
1,0,4,2,2,0,0,0,82,165,2,3,0,2
2,0,2,2,1,0,1,0,81,113,1,2,0,2
3,0,4,4,2,0,0,0,316,138,1,1,0,4
0,0,1,0,0,2,0,0,121,206,2,3,0,2
1,0,1,0,0,0,0,0,142,143,2,3,0,0
1,0,3,4,3,0,0,0,242,34,1,2,0,3
1,0,0,0,0,0,0,0,52,181,3,4,0,0
1,0,1,4,3,2,0,0,212,203,1,2,0,4
0,0,0,0,0,0,0,0,17,54,1,2,0,0
0,0,2,1,1,0,0,0,165,38,1,2,0,1
0,0,1,0,0,0,1,0,44,168,3,4,0,0
1,0,0,2,2,0,0,0,19,158,1,2,0,1
0,0,2,2,2,0,0,0,28,149,2,3,0,1
1,0,0,1,0,1,0,0,92,157,3,3,0,1
0,0,0,1,1,0,0,0,58,246,3,4,0,0
0,0,0,1,1,0,0,0,159,232,2,1,0,0
1,0,2,2,2,0,0,0,99,160,3,4,0,2
1,0,3,2,2,0,0,0,280,53,1,2,0,2
1,0,1,0,0,0,0,2,85,163,3,4,0,1
1,0,1,0,0,0,0,1,88,102,2,2,0,1
0,0,1,2,1,0,0,0,63,177,2,3,0,1
1,0,0,0,0,0,0,0,11,125,2,2,0,0
0,0,3,0,0,0,0,0,26,235,1,1,0,1
1,0,2,1,1,0,0,0,307,180,1,1,4,2
1,0,3,2,2,2,0,0,208,76,1,1,0,4
0,0,2,0,0,0,0,0,62,168,3,4,0,0
0,0,1,2,2,3,1,0,23,86,1,2,2,5
0,0,1,1,1,0,0,0,50,132,1,2,0,0
0,0,2,1,1,1,0,0,77,175,3,4,0,2
1,0,0,2,2,0,0,0,82,134,2,3,0,1
1,0,1,4,2,0,0,0,17,207,2,3,0,2
0,0,3,1,1,1,0,0,58,13,1,2,0,2
2,1,2,2,2,0,0,0,222,72,1,1,0,2
2,0,3,1,1,1,0,0,263,76,1,1,0,3
0,0,1,1,1,0,0,0,164,94,1,2,0,0
1,0,2,2,2,0,0,0,80,207,3,2,0,2
1,0,1,0,0,0,0,0,39,191,3,3,1,1
2,1,2,0,0,0,0,0,95,185,2,2,0,1
1,0,2,2,1,0,0,0,101,84,1,2,0,1
0,0,3,3,2,0,0,0,174,124,1,1,0,2
1,0,0,3,3,1,0,0,230,72,1,2,0,2
0,0,1,0,0,0,0,0,167,209,2,3,0,0
0,0,3,3,3,0,0,0,10,68,1,1,0,2
1,0,1,1,1,0,0,0,157,113,2,3,0,1
0,0,1,1,0,0,0,0,56,255,4,4,0,0
0,0,3,0,0,0,0,0,18,81,2,3,0,1
1,0,4,4,3,1,2,0,253,52,1,2,0,5
1,0,1,1,1,0,0,0,141,172,2,4,0,1
2,0,1,1,1,0,0,0,198,139,1,1,2,2
1,0,4,1,1,1,0,1,232,61,1,1,0,3
3,0,1,2,1,0,0,0,231,57,1,3,0,2
1,0,0,0,0,0,0,0,27,187,2,4,0,0
0,0,3,1,1,0,0,0,44,134,2,2,0,1
0,0,3,2,2,0,0,0,76,65,1,1,0,1
2,0,0,1,1,0,0,0,45,124,3,3,0,1
2,0,2,0,0,3,0,0,200,82,1,2,0,4
1,0,1,1,1,1,0,0,66,73,3,4,0,2
0,0,2,0,0,0,0,0,81,28,1,1,0,0
0,0,2,1,1,0,0,0,171,153,2,3,0,1
3,0,2,2,2,0,0,0,275,81,1,1,0,3
0,0,1,3,3,0,1,0,125,71,2,4,0,1
1,0,0,1,0,0,0,0,76,162,3,4,0,0
0,0,2,2,2,2,0,0,59,105,2,3,0,3
0,0,3,1,1,0,0,0,26,178,2,3,0,1
0,0,1,1,1,0,0,0,16,177,3,4,0,0
0,0,0,0,0,0,0,0,52,198,4,4,0,0
1,0,2,3,3,0,0,0,290,108,1,1,0,2
1,0,2,0,0,0,0,0,115,73,2,2,0,1
1,0,1,0,0,0,0,0,50,86,3,3,0,0
1,0,3,2,1,0,0,0,341,98,1,2,0,2
0,0,1,0,0,0,0,0,115,224,3,2,0,0
1,0,1,1,0,0,0,0,56,128,3,4,0,1
1,1,1,3,3,0,0,0,201,55,1,2,1,2
0,0,1,0,0,0,0,0,122,27,1,3,0,0
2,0,3,2,2,2,0,0,261,28,1,2,0,4
2,0,2,0,0,0,0,0,104,85,1,1,0,1
0,0,1,1,0,0,0,0,30,193,4,4,0,0
1,0,1,0,0,0,0,0,64,205,3,3,0,0
2,0,1,3,2,1,1,0,57,58,1,1,0,3
0,0,1,1,1,0,0,0,119,243,3,4,0,0
1,0,3,1,1,0,0,0,26,197,3,4,0,1
2,0,0,2,2,2,0,0,305,40,1,2,0,3
2,0,1,3,3,0,0,0,13,113,3,4,0,2
1,0,4,2,2,0,0,0,132,178,2,1,0,2
0,0,2,3,3,0,0,0,57,113,1,2,0,2
1,0,0,2,2,0,0,0,64,82,3,4,1,1
0,0,1,1,1,1,0,1,53,124,3,3,0,2
0,0,1,0,0,0,0,0,119,100,2,2,1,0
2,0,2,1,1,0,0,0,39,133,1,2,0,2
0,0,0,3,2,0,0,0,330,43,1,2,0,1
2,0,4,2,2,0,0,0,111,188,2,1,0,3
0,0,3,1,1,1,0,0,308,133,1,2,0,2
0,0,1,0,0,2,0,0,100,96,2,3,0,2
1,0,0,2,2,0,0,0,287,138,1,1,0,1
2,0,2,0,0,0,0,0,147,156,2,3,0,1
1,0,4,3,2,0,0,0,292,100,1,1,1,3
0,0,2,1,1,0,0,0,27,107,1,1,0,1
2,0,3,1,1,0,1,0,117,153,3,4,0,2
3,0,3,1,1,0,0,0,185,70,1,2,0,2
1,0,2,3,3,0,0,0,332,142,1,1,0,2
2,0,2,1,0,0,1,0,354,105,1,2,0,2
1,0,2,2,1,0,0,0,284,97,1,1,4,3
1,0,0,0,0,0,0,0,293,123,1,1,0,0
0,0,1,3,2,0,0,0,24,211,4,4,0,1
2,0,3,0,0,0,0,0,178,197,1,1,4,3
1,0,4,4,3,2,1,0,342,60,1,3,0,5
0,0,1,4,3,0,0,0,17,26,1,2,2,2
0,0,1,0,0,0,0,0,12,122,3,2,0,0
0,0,1,1,1,0,0,0,31,86,2,4,2,1
0,0,1,2,1,0,0,0,48,234,2,3,0,1
3,0,1,1,1,0,0,0,234,90,1,1,0,2
0,0,0,1,1,0,2,0,118,178,3,2,0,0
0,0,1,1,1,0,0,0,31,130,3,3,2,1
1,0,2,0,0,0,0,0,317,107,1,2,0,1
0,0,1,1,0,0,0,0,89,134,2,2,0,0
0,0,3,0,0,2,0,1,29,30,1,2,0,3
2,0,1,1,1,0,0,0,244,81,1,2,0,1
2,0,1,3,3,0,0,0,56,87,1,2,1,3
1,0,0,1,1,1,0,0,50,143,3,4,0,1
1,0,0,0,0,0,0,0,68,152,3,4,0,0
0,0,0,1,0,0,1,0,82,145,3,3,0,0
0,0,1,1,0,0,0,0,19,216,4,4,0,0
1,0,1,0,0,0,0,0,228,69,1,1,0,0
0,0,0,0,0,0,0,0,45,209,3,3,0,0
0,0,1,1,0,0,0,0,32,196,4,4,0,0
1,0,2,1,1,2,1,0,18,158,1,2,0,3
0,0,1,3,3,0,0,0,221,70,1,3,0,1
1,0,0,2,2,0,0,0,95,121,2,3,0,1
0,0,2,2,1,0,0,0,193,106,1,1,0,1
1,0,1,0,0,0,0,0,76,270,4,4,0,0
1,0,3,2,1,0,0,0,90,157,1,2,0,2
0,0,3,0,0,0,0,0,60,206,2,3,0,1
0,0,2,2,2,2,0,0,147,53,1,1,0,3
1,0,1,1,1,2,0,0,48,109,1,3,1,3
2,0,2,0,0,0,0,0,195,81,1,2,0,1
0,0,2,0,0,0,0,0,12,192,3,4,0,0
1,0,3,1,0,0,0,0,156,263,1,1,0,1
0,0,0,1,0,0,0,0,65,141,3,4,0,0
1,0,3,3,3,0,0,0,11,115,1,1,0,2
0,0,2,1,0,0,0,0,72,173,3,4,0,1
0,0,1,0,0,0,0,0,65,184,3,3,0,0
2,0,2,4,3,0,0,0,63,158,2,3,0,3
3,0,2,2,1,0,0,0,357,186,1,2,0,2
3,0,0,1,1,1,0,0,17,64,1,2,0,2
0,0,2,0,0,0,0,0,338,116,1,3,4,2
0,0,2,4,3,0,0,0,125,65,1,2,0,2
0,0,0,0,0,2,0,0,159,76,1,1,0,2
0,0,1,2,1,0,0,1,139,129,2,3,0,1
0,0,1,2,1,0,0,0,150,103,2,3,0,1
1,0,1,2,2,0,0,0,67,95,2,2,0,1
3,0,0,2,1,0,0,0,146,91,1,2,0,2
2,0,1,0,0,2,0,2,94,206,3,4,0,3
2,0,2,1,1,0,0,0,355,80,1,2,0,2
1,1,1,1,1,0,0,0,282,187,1,1,0,1
1,1,1,0,0,0,0,0,81,122,3,4,0,1
2,0,0,0,0,0,0,0,103,152,2,2,0,1
1,0,2,1,1,0,0,0,284,123,1,2,0,1
1,0,1,4,2,0,0,0,136,114,2,3,0,2
2,0,1,0,0,0,0,0,79,146,2,2,0,1
0,0,2,1,1,0,0,0,42,42,1,2,0,1
0,0,2,2,1,2,0,0,165,48,1,2,0,3
0,0,1,0,0,2,0,0,202,57,1,3,0,2
1,0,3,0,0,2,2,0,322,214,1,1,0,4
1,0,1,2,2,0,0,0,45,118,3,4,0,1
1,0,3,0,0,0,0,0,77,76,1,2,0,1
1,0,1,2,2,0,0,0,286,137,1,1,0,1
1,0,1,3,3,0,0,0,204,124,1,1,0,2
1,0,1,0,0,0,0,0,174,131,1,1,0,0
0,0,0,2,2,0,0,0,143,165,2,4,0,0
2,0,2,1,0,0,0,0,163,62,1,2,4,3
